קוד חשבון,שם,עיר או שכונה,רחוב,טלפון בעבודה,סיווג לקוח,תאריך יצירה
5030015,"ויה מאריס-דרך הים תפעול בע""מ",פלמחים,פארק תעש' פלמחים ד.נ עמק,03-9631300,,29/11/2018
5030016,מרכז רפואי מעיני הישועה,בני ברק,,,,29/11/2018
5030017,א.מ.י.ר.י. שרותים טכניים,פתח תקוה,תד 3535,03-9242666,,29/11/2018
5030018,כימוביל,חיפה,קצנשטיין 1,,,29/11/2018
5030019,"בי""ח הממשלתי זיו צפת",צפת,מחלקת אחזקה,04-6828023,,29/11/2018
5030020,"אקסלנז ביוסיינס בע""מ",מודיעין,המעיין 4 א.ת מודיעין,08-9737500,,29/11/2018
5030021,"טרייטק בע""מ",הוד השרון,הנגר 22 א.ת נוה נאמן,09-7417277,,29/11/2018
5030022,אלקון מרכז מיחזור (2003),,רמת חובב,,תעשיה כימית,29/11/2018
5030024,קונצפט רוקחות,כפר סבא,עתיר ידע 21 תד 2105,09-7667890,,29/11/2018
5030025,לאורטק,נשר,זית 1 תד 3366,04-8200661,,29/11/2018
5030026,דניאל שרותי גילוי,קרית מוצקין,חנה סנש 13/4,077-6274277,,29/11/2018
5030027,סלע נהרי,חיפה,יגור 2 תד 7540,04-8120386,,29/11/2018
5030028,לייטאץ,כפר סבא,החרושת 4 תד 7028,09-7678807,,29/11/2018
5030029,"נפתלי ניסן ובניו בע""מ",נוגה,מושב - משק 33,08-6848832,,29/11/2018
5030030,"ד.צ  02158  כ""ט - חיל האו",צריפין,"בס""א 18",03-6067548,תעשיית הרכבת והאוויר,29/11/2018
5030031,מלון דן אילת לא לשימוש,אילת,תד 176,08-6362388,,29/11/2018
5030032,"סם-און בע""מ",בת ים,העבודה 27/25,03-5555700,,29/11/2018
5030033,כביס קל,ראש העין,,,,29/11/2018
5030034,ע.ש.ל.,חולון,רחוב גבעתי 10/1,03-6520174,,29/11/2018
5030035,"ביטסט מערכות בע""מ",כפר מל ל,עין חי 40 תד 1335,09-7464490,,29/11/2018
5030037,קולמן מערכות חום,חיפה,אלנבי 9 תד 33996,04-8566383,,29/11/2018
5030038,נובוטון טכנולוג'י ישראל ב,הרצליה,הסדנאות 8,09-9702000,,29/11/2018
5030039,"סיגמא אולדריץ ישראל בע""מ",רחובות,פלאוט 3,08-9484157,,29/11/2018
5030040,"אשפלסט תעשיות פלסטיק בע""מ",אשקלון,"א""ת צפון",08-6750210,,29/11/2018
5030041,אמישראגז-החב' האמריקאית י,תל אביב יפו,אחד העם 34,03-5644124,,29/11/2018
5030042,טוליפ מדיקל,הרצליה,גלגלי הפלדה 16,072-2505995,,29/11/2018
5030043,אקסיד,חיפה,נחום 5 בנין טופז,04-8138070,,29/11/2018
5030044,קסורקום,משגב,"א""ת תעשיה תרדיון",,,29/11/2018
5030045,"לודן בע""מ",באר שבע,,08-6258300,,29/11/2018
5030046,איקאה,ראשון לציון,,08-9302742,,29/11/2018
5030047,מתכת מעיין,מעין ברוך,קיבוץ,04-6954654,,29/11/2018
5030048,"אפקון התקנות ושירותים בע""",באר שבע,"החשמלאי 15 , עמק שרה ",08-6250577,אנרגיה מתחדשת,29/11/2018
5030049,א.צ. מחסני קרמיקה,קרית אתא,"המעפילים  4 א""ת עיר גנים",04-8410057,,29/11/2018
5030050,בית המסגרת,כרמיאל,מורד הגיא 105,04-9986375,,29/11/2018
5030051,א.א.רנטול אספקה טכנית,כרמיאל,,,,29/11/2018
5030052,אם.סי.אם. טכנולוגיות,מולדת,מושב,04-6531104,,29/11/2018
5030053,גרין סאן אנרג'י,ירושלים,המרפא 8 בנין בינת,02-5328812,,29/11/2018
5030054,"רמביט בע""מ",ירושלים,תד 45089,02-5879105,,29/11/2018
5030055,"נובו ג'י איי בע""מ",נתניה,תד 8634,09-8650610,,29/11/2018
5030056,איי.פי.אס,בית נחמיה,משק 63/ב,03-9739090,,29/11/2018
5030057,אבי יהודה - כורם,ישרש,"ד""נ הרי יהודה",,,29/11/2018
5030058,אלפא סמארט,בית אלפא,,,,29/11/2018
5030059,"מ.ט.ב. אלקטרו מכניקו בע""מ",באר שבע,תד 12900,08-6234560,,29/11/2018
5030060,"רוקר  אינטרנשיונל בע""מ*רא",ירושלים,תד 45049,02-5329888,,29/11/2018
5030061,ניט אפלייד טכנולוגיות,מגדל העמק,תד 621,04-6541518,,29/11/2018
5030062,ניו זון,קדימה,האשכולית 6/5,,,29/11/2018
5030063,"מ. פורז 2002 בע""מ",תל אביב יפו,יצחק שדה 34 תד 51729,03-5371221,שירותים,29/11/2018
5030064,פוגל -לא לשימוש,ראשון לציון,זכריה גלוסקא 5,03-9612370,,29/11/2018
5030065,שיווק מכרזים,ראש העין,,,,29/11/2018
5030066,"טרפלקס תעשיות בע""מ",רשפים,,04-6065102,,29/11/2018
5030067,אתרוג ביוטכנולוגיה-לא פעי,נס ציונה,פ.מדעבנין14נס ציונה,08-9408618,,29/11/2018
5030068,"מיקרו קרמיקה בע""מ",כרמיאל,"שחם 46 א""ת",04-9884888,,29/11/2018
5030069,מנדל - ייצור גרנולה,,"א""ת בני יהודה רמת הגולן",,,29/11/2018
5030070,כץ אריה פלב''ם בע''מ,קרית גת,שדי ישראלפולק 3/2,08-6883661,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5030071,אלי קויביץ,רמת גן,"הרוא""ה 14",,,29/11/2018
5030072,מד דיינמיקס,ירושלים,אלון שבות תד 6001,02-9309327,,29/11/2018
5030073,"פרמטר הנדסה בע""מ",רמת ישי,א. תעשיה שגיא 2000 תד 483,04-6445545,,29/11/2018
5030074,"גלקון בקרים אגש""ח בע""מ",כפר בלום,,04-6900222,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5030075,סי אנד ג'יי,לוד,"משה הס 5פארק תעשיות.א""ת",08-9241098,,29/11/2018
5030076,ישראל מנדלסון הספקה טכנית,צריפין,תד 1808,08-9259999,,29/11/2018
5030077,עין גל פוליאוריטן,עין גדי,,08-6594734,,29/11/2018
5030078,גיזוני,באר שבע,הקוצר 15 עמק שרה תד 2328,08-6652363,,29/11/2018
5030079,רדלר טכנולוגיות,כפר סבא,הגביש 5,09-8923125,,29/11/2018
5030080,ר-צ פלסט בע''ם,שדרות,בריסל 1,08-6612420,,29/11/2018
5030081,תרמל אינג'ינרינג,פרדס חנה כרכור,תד 517,04-6378916,,29/11/2018
5030082,רעם מערכות מיזוג אוויר,כפר סבא,אימבר 22,09-7677859,,29/11/2018
5030083,"בטא אוו 2 טכנולוג'יס בע""מ",,"פארק אפק, העמל 11",03-9202690,,29/11/2018
5030084,ימית סינון וטיפול במים בע,שער אפרים,ד.נ. לב השרון  תד 42835,09-8781758,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5030085,טפרברג 1870 (יקבי אפרת),צרעה,ד.נ שמשון תד 669,02-9908095,,29/11/2018
5030086,אנדרווטר טכנולוגיס סנטר,נס ציונה,בן גוריון 4,08-9406096,,29/11/2018
5030087,"פאוורסיינס בע""מ",אור יהודה,"החרושת 24 א""ת תד 255",03-5382828,,29/11/2018
5030088,פנטה איי,יקנעם מושבה,תד 154,04-6048162,,29/11/2018
5030089,דפוס נחניאלי,תל אביב יפו,יהודה הלוי 8,03-5105132,,29/11/2018
5030090,הום סקינוביישנס,יקנעם עילית,תד 533,04-9097470,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5030091,"אינ.פי.סי 1982 בע""מ",תל אביב יפו,דוריינוב 5,03-5284233,,29/11/2018
5030092,פריקסו,טירת כרמל,היוזמה 2 טירת הכרמל,04-8580008,,29/11/2018
5030093,טי אן אן,פתח תקוה,ברקת 9,03-9264084,,29/11/2018
5030094,יקבי כרמל-לא לשימוש,,,,,29/11/2018
5030095,דוד קרמונה,נצרת,תד 1203,04-6574842,,29/11/2018
5030096,סקאי מוטורס,אשדוד,בעלי המלאכה 19,08-8604687,,29/11/2018
5030097,"חד פלדה בע""מ",עכו,תד 493,04-9015022,,29/11/2018
5030098,ראובן גולדנברג ובניו,פתח תקוה,מינץ 15,,,29/11/2018
5030099,ישראל פולק,,,052-8588634,,29/11/2018
5030100,שניר מערכות ס.מ.ניהול פרו,רחובות,הכישור 9 תד 2462,08-9474655,,29/11/2018
50301000,"סיינטיפיק וויזארד בע""מ",מגשימים,תד 8457,03-9331111,,29/11/2018
50301001,בלשה ילון,חיפה,העצמאות 31,04-8603600,,29/11/2018
5030101,מיניפון-מכשירי שמיעה,חיפה,הרצל 35,04-8677328,,29/11/2018
5030102,טכנו רן,חיפה,המסגר 4,04-8722820,,29/11/2018
5030103,ק.א.א. הרכבות וחווט מכשיר,נשר,"המסילה 22א נשר א""ת צ'ק פוסט תד 52113 חיפה",04-8200888,,29/11/2018
5030104,ג'י 8 תחזוקה מסחר תשתית,חיפה,דרך בר יהודה 300 תד 389,04-8207512,,29/11/2018
5030105,מנעמים,חיפה,תד 10226,04-8412889,,29/11/2018
5030106,וינטר הנדסה-טכנולוגיות טי,אלונים,תד 87,04-9532444,,29/11/2018
5030107,"ריני צ'רי בע""מ",לוד,"אבא  הילל  סילבר 1 א""ת",08-9155601,,29/11/2018
5030108,גולדברג-מערכות סולריות לב,חולון,רבי עקיבא 17,03-5596545,,29/11/2018
5030109,מוטינית - מקבוצת יעיל נוע,חולון,"הסתת 15 א""ת",03-5509148,,29/11/2018
5030110,אוזון סנטר,רינתיה,,03-9236653,,29/11/2018
5030111,"רייקול גבישים בע""מ",ראש העין,המלאכה 22 פארק אפק,03-9021494,,29/11/2018
5030112,"תפ""ן - תעשיות פלסטיק נחשולים",נחשולים,ד.נ חוף כרמל,04-6395550,תעשיה כימית,29/11/2018
5030113,אביחי סימנר,,,,,29/11/2018
5030114,קרית חיים (ארלוזורוב)-ועד,קרית חיים,הגדוד העברי 52,04-8724802,,29/11/2018
5030115,יובלים עבודות עץ ופרקט,ציפורי,,,,29/11/2018
5030116,טכניון,חיפה,,,,29/11/2018
5030117,"מילובר חברה בע""מ",עכו,ד.נ אשרת,04-9853200,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5030118,מדיפיור,ראשון לציון,הכשרת הישוב 10,03-9621899,,29/11/2018
5030119,פי.אס.איי.סי,קרית גת,אשלגן 37,08-6600022,,29/11/2018
5030120,"אגנטק בע""מ",תל אביב יפו,תד 58008,03-6493111,,29/11/2018
5030122,מילר את שני,מגדל העמק,כניסה 3 א.ת ישן תד 216,04-6540811,,29/11/2018
5030123,הידרוניקס,נטעים,,,,29/11/2018
5030124,בזק ירושלים,ירושלים,כנפי נשרים 22,,,29/11/2018
5030125,"אומדן מערכות משולבות בע""מ",משגב,תד 69,04-9990167,,29/11/2018
5030126,"אנדוקרוס בע""מ",יקנעם מושבה,תד 722,04-6669090,,29/11/2018
5030127,לוונשטיין וולפסון סוכניות,בני ברק,החידה 28,03-6188861,,29/11/2018
5030128,"הראל ש.ב בע""מ",לוד,המלאכה 1,08-9154455,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5030129,רפאל מדיקל,קיסריה,ברקת 7 א.ת צפוני,04-6270375,,29/11/2018
5030130,י.קמפף הקו המעוצב,ראשון לציון,לזרוב 23,03-9623907,,29/11/2018
5030131,פי.איי.פלוס,נתניה,הצורן 4,09-8656747,,29/11/2018
5030132,ארגו מדיקה,חיפה,"מת""מ",,,29/11/2018
5030133,"הנדסת הידרומכניקה בע""",יבנה,חידקל 14 תד 13252,08-6584850,,29/11/2018
5030134,"צידון שרותי הסקה בע""מ",ראשון לציון,בן צבי 43 רמת אליהו,03-9415590,,29/11/2018
5030135,יקב רקנאטי,עמק חפר,גשר העץ 217,04-6222288,,29/11/2018
5030136,"איסוניה  ישראל בע""מ",חיפה,"פלי""ם 16 קומה 7",04-8615025,,29/11/2018
5030137,"ג'י.פי.אר.או בע""מ-לא פעיל",,,04-9590930,,29/11/2018
5030138,דיאלוג'יק נטוורקס (ישראל),פתח תקוה,הסיבים 43  תד 7973,03-9709131,,29/11/2018
5030139,סלרה,קיסריה,הטוחן 2  א.ת צפוני,04-6327645,,29/11/2018
5030140,דור פילם(חב' בת דור כימיק,כרמיאל,איזור תעשיה בר לב תד 711,04-9954407,,29/11/2018
5030141,בי בלון,אור יהודה,יוני נתניהו 6,,,29/11/2018
5030142,"הנסון(ישראל) בע""מ",רמת גן,ז'בוטינסקי 5 תד 3540,057-7745389,,29/11/2018
5030143,"ישקר בע""מ",תפן,ת.ד תד 11,04-9970486,עיבוד מתכת ,29/11/2018
5030144,"שחורי אהוד ד""ר",רחובות,פינסקר 9,08-9350101,,29/11/2018
5030145,"אמפאר סוכנויות רכב בע""מ",נתניה,פנקס 9,09-8873225,,29/11/2018
5030147,בסט קרטון,קיסריה,האשל 32 תד 3053,04-6175555,תעשיית הנייר וההדפסה,29/11/2018
5030148,ג.ס.מ,אשדוד,המדע 11/5,,,29/11/2018
5030149,"רדיאן טכנולוגיות בע""מ",קרית ביאליק,הנס מולר 14 א.ת קרית ביא,,,29/11/2018
5030150,צמח משה טכנולוגיות 2000 ב,ראש העין,תד 11395,03-9033083,,29/11/2018
5030151,שקד שירותי אנרגיה וקיטור,קרית מלאכי,צומת ראם תד 1186,08-9330917,שירותים,29/11/2018
5030152,גרשבילי זכרי,אשדוד,הנרקיס 54,,,29/11/2018
5030153,"מאפית נסרי נעמה בע""מ",חיפה,חלוצי התעשייה 114,04-8416403,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5030154,"טרי ג'י סולאר בע""מ",ירושלים,המרפא 3 בנין AVX א.ת הר ח,02-5720170,,29/11/2018
5030155,סולכון,יקנעם עילית,פארק תעשיה,,,29/11/2018
5030156,פורמטסט,תל אביב יפו,הארד 9 ב' ק' ב'-רמת החייל,03-6486191,,29/11/2018
5030157,"גלי טק בע""מ",רמת גן,החילזון 5 תד 157,03-9609000,,29/11/2018
5030158,עוקבי יהודה,תנובות,,,,29/11/2018
5030159,"אינטרטק  מדיקל בע""מ",נתניה,יד חרוצים 31 תד 8493,09-9589995,,29/11/2018
5030160,אינטל אלקטרוניקה - קרית גת,קרית גת,ת.ד. 1000 קרית גת תד 1000,08-6667111,,29/11/2018
5030161,שטיפת מכוניות אשדוד,אשדוד,,054-4557817,,29/11/2018
5030162,שבח מפוחים,אשדוד,ההשכלה 5 א.ת צפוני,073-2149999,,29/11/2018
5030163,"פריימסנס בע""מ",תל אביב יפו,הברזל 28 קומה ד רמת החיי,03-7692250,,29/11/2018
5030164,"אנדימד מדיקל בע""מ",קיסריה,תד 3582,04-6309114,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5030165,"סרפיקס בע""מ",משגב,א.ת תרדיון ד.נ,04-9990717,,29/11/2018
5030166,"מניב ראשון בע""מ",ראשון לציון,ז'בוטינסקי 112  תד 8515,03-9483234,,29/11/2018
5030167,טופ אר אנד די,נצרת,"ואדי אל הג 14א""ת תד 1252",04-6098616,,29/11/2018
5030168,סילנטיום,רחובות,ברגמן 2/א' פארק מדע,08-9468664,,29/11/2018
5030170,ג'י.אי.אולטראסאונד-לא לשי,טירת כרמל,אתגר 4 תד 2006,04-8519555,,29/11/2018
5030171,אי.אי.אר,רמת גן,החילזון 12,03-7511350,,29/11/2018
5030172,וויסמד-לא לשימוש,הרצליה,מדינת היהודים 91,09-9550213,,29/11/2018
5030173,אורי שקד,תל אביב יפו,הירקון 232/1,,,29/11/2018
5030174,יו.אס.אר מערכות אלקטרוניו,ירושלים,החרטום 14 הר חוצבים,04-9904060,,29/11/2018
5030175,קיי. אר. 36,רעננה,,,,29/11/2018
5030176,סרף פתרונות תקשורת,יקנעם עילית,בנין תבור תד 343,,,29/11/2018
5030177,כרמל -לא לשימוש,קיסריה,חלמיש 2 תד 3032,04-6239333,,29/11/2018
5030178,יחידת בינוי 315,,"חיל האויר - צה""ל",,,29/11/2018
5030179,אקסג'ט סולאר,רחובות,אופנהיימר 10 פאר מדע,08-9314620,,29/11/2018
5030180,"ד""צ 03505",,"צה""ל",02-9907543,,29/11/2018
5030181,"וטריקס בע""מ",אור עקיבא,האילן 83 א.ת צפוני תד 36,04-6101135,,29/11/2018
5030183,"ורידיס - תחנות כוח בע""מ",אשקלון,,,,29/11/2018
5030184,"דבטק דבקים טכנולוגים בע""מ",פתח תקוה,אלכסנר ינאי 19,03-9306694,,29/11/2018
5030185,ספיידר טק,לוד,פסח לב 7 תד 873,08-9156665,,29/11/2018
5030186,"חשמלור 1994 בע""מ",באר שבע,תוצרת הארץ 3 פארק אופיר,08-6275594,,29/11/2018
5030187,צ'יפ.פי.סי,חיפה,,04-8500780,,29/11/2018
5030188,בלכמן מנס,בני ברק,החשמונאים 7,03-5793142,,29/11/2018
5030189,"טבע תעשיות פרמצבטיות בע""מ",רחובות,פקריס 3,08-9587047,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5030190,"שטראוס פריטו ליי בע""מ",שדרות,תד 497,08-6801742,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5030191,פונגר יבוא חומרי דפוס,תל אביב יפו,לוינסקי 140,03-6880319,,29/11/2018
5030192,תכלית הנדסה קבלנית ייצור,חולון,החופר 34  קומה 3 ביתן 237,03-5584813,,29/11/2018
