קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
GLG-3317-23010000-25L,FIN.11/014459,חשבונית מס כולל מלאי,10/05/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",09.05.18,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,149
GLG-3317-23010000-25L,FIN.11/015075,חשבונית מס כולל מלאי,27/05/2018,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400440047,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,338,0,0,0,660,24/05/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,152
GLG-3317-23010000-25L,FIN.11/016369,חשבונית מס כולל מלאי,04/07/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",02/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,02/07/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,159
GLG-3317-23010000-25L,FIN.11/016578,חשבונית מס כולל מלאי,10/07/2018,5042004,"ארץ נאה (96) בע""מ",,"ארץ נאה (96) בע""מ","תעשית המזון, הפארמה והקוסמטיקה",10/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,10/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,161
GLG-3317-23010000-25L,FIN.11/016724,חשבונית מס כולל מלאי,16/07/2018,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400443924,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,338,0,0,0,660,16/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,162
GLG-3317-23010000-25L,FIN.11/016790,חשבונית מס כולל מלאי,18/07/2018,5042011,קפה גילמן,,קפה גיל,"תעשית המזון, הפארמה והקוסמטיקה",17/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,350,ILS,338,0,0,0,350,17/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,163
GLG-3317-23010000-25L,FIN.11/017139,חשבונית מס כולל מלאי,30/07/2018,5041738,"צ.פרש קפה בע""מ",,"צ.פרש קפה בע""מ","תעשית המזון, הפארמה והקוסמטיקה",29/07/2018,מסיר אבנית ללא הקצפה וריח,N,,,1,310,ILS,338,0,0,0,310,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,164
GLG-3317-23010000-25L,FIN.11/017295,חשבונית מס כולל מלאי,05/08/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",02.08.18,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,02/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,165
GLG-3317-23010000-25L,FIN.11/017451,חשבונית מס כולל מלאי,08/08/2018,1000000,אלעד לוי קפה ויזיני,,לקוחות שונים,"תעשית המזון, הפארמה והקוסמטיקה",08.08.18.,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,08/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,166
GLG-3317-23010000-25L,FIN.11/017925,חשבונית מס כולל מלאי,22/08/2018,5041524,"אונו גרופ 1 בע""מ",,"אונו גרופ 1 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",21/08/2018,מסיר אבנית ללא הקצפה וריח,N,,,2,340,ILS,338,0,0,0,680,21/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,168
GLG-3317-23010000-25L,FIN.11/018825,חשבונית מס כולל מלאי,02/10/2018,5040866,"מי עדן בר ש.מ.ר בע""מ",4951787,"מי עדן בר ש.מ.ר בע""מ- לא לשימוש","תעשית המזון, הפארמה והקוסמטיקה",4500162883,מסיר אבנית ללא הקצפה וריח,N,,,1,330,ILS,338,0,0,0,330,02/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,171
GLG-3317-23010000-25L,FIN.11/018957,חשבונית מס כולל מלאי,04/10/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",04.10.18,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,04/10/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,173
GLG-3317-23010000-25L,FIN.11/019256,חשבונית מס כולל מלאי,14/10/2018,5030066,"טרפלקס תעשיות בע""מ",,"טרפלקס תעשיות בע""מ","תעשית המזון, הפארמה והקוסמטיקה",PO18T000746,מסיר אבנית ללא הקצפה וריח,N,,,1,270,ILS,338,0,0,0,270,10/10/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,175
GLG-3317-23010000-25L,FIN.11/019370,חשבונית מס כולל מלאי,15/10/2018,5023544,שטראוס קפה בי וי,4959504 ,שטראוס קפה בי וי,"תעשית המזון, הפארמה והקוסמטיקה",1042-4400449330,מסיר אבנית ללא הקצפה וריח,N,,,2,330,ILS,338,0,0,0,660,14/10/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,177
GLG-3317-23010000-25L,FIN.11/020046,חשבונית מס כולל מלאי,05/11/2018,5041022,פירוצי קפה,6314305,פירוצי קפה,"תעשית המזון, הפארמה והקוסמטיקה",05.11.18,מסיר אבנית ללא הקצפה וריח,N,,,1,300,ILS,338,0,0,0,300,05/11/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,179
GLG-3317-23010000-25L,FIN.11/020155,חשבונית מס כולל מלאי,08/11/2018,5041524,"אונו גרופ 1 בע""מ",,"אונו גרופ 1 בע""מ","תעשית המזון, הפארמה והקוסמטיקה",06.11.18,מסיר אבנית ללא הקצפה וריח,N,,,2,340,ILS,338,0,0,0,680,06/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,180
GLG-3317-10000000-200L,10DVK52.1800407,חשבונית מס כולל מלאי,20/12/2018,5042103,"דרים טעמים בע""מ",,"דרים טעמים בע""מ","תעשית המזון, הפארמה והקוסמטיקה",18/12/2018,מסיר אבנית ללא הקצפה וריח,N,חומרי ניקוי ,,1,1750,ILS,2550,31.3725,0,800,1750,18/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,112
GLG-3712-23010000-25L,FIN.11/020209,חשבונית מס כולל מלאי,11/11/2018,2613901,חברת קו צינור אילת אשקלון,,חברת קו צינור אילת אשקלון,אנרגיה,18013739,מסיר חלודה,N,,6342280155,4,317,ILS,473,0,0,0,1268,07/11/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,226
GLG-3712-23010000-25L,FIN.11/014245,חשבונית מס כולל מלאי,01/05/2018,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",47376,מסיר חלודה,N,,9148465,2,308,ILS,473,0,0,0,616,26/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,218
GLG-3712-23010000-25L,FIN.11/011775,חשבונית מס כולל מלאי,08/02/2018,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",06.02.18,מסיר חלודה,N,,,3,277.2,ILS,473,0,0,0,831.6,06/02/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,213
GLG-3712-20100000-5L,FIN.11/013575,חשבונית מס כולל מלאי,09/04/2018,5026924,"אורן ושות הנדסת קירור בע""",,"אורן ושות הנדסת קירור בע""","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",16672,מסיר חלודה,N,,,1,65,ILS,100,0,0,0,65,09/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,196
GLG-3712-23010000-25L,FIN.11/019545,חשבונית מס כולל מלאי,21/10/2018,5030608,"גת מדי מים בע""מ",,"גת מדי מים בע""מ","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",17.10.18,מסיר חלודה,N,,,3,272.6,ILS,473,0,0,0,817.8,17/10/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,224
GLG-3712-20100000-5L,FIN.11/011936,חשבונית מס כולל מלאי,14/02/2018,50312362,וויטסון יוגב,,וויטסון יוגב,יצרן ציוד ומיכון,ON-18000079,מסיר חלודה,N,,,2,85,ILS,100,0,0,0,170,13/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,193
GLG-3712-20100000-5L,FIN.11/020451,חשבונית מס כולל מלאי,18/11/2018,50312362,וויטסון יוגב,,וויטסון יוגב,יצרן ציוד ומיכון,18000862,מסיר חלודה,N,,,2,85,ILS,100,0,0,0,170,15/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,210
GLG-3712-20100000-5L,FIN.11/011248,חשבונית מס כולל מלאי,23/01/2018,5025349,בי. אל ציוד קרקע ומערכות,,בי.אל ציוד קרקע ומערכות מ,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",23/01/2018,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,23/01/2018,"רוטל דבקים וכימיקלים בע""מ",נרי רביד,0,,,191
GLG-3712-20100000-5L,FIN.11/016305,חשבונית מס כולל מלאי,02/07/2018,5014254,"המשבב עבוד שבבי (1994)בע""",,"המשבב עבוד שבבי (1994)בע""","יצרן ציוד מדויק,אלקטרוניקה,רפואי",86896,מסיר חלודה,N,,,2,65,ILS,100,0,0,0,130,14/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,199
GLG-3712-20100000-5L,FIN.11/018077,חשבונית מס כולל מלאי,27/08/2018,5025625,"אינטל ישראל 74)) בע""מ (FA",,"אינטל ישראל 74)) בע""מ (FA","יצרן ציוד מדויק,אלקטרוניקה,רפואי",26.08.18,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,26/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,204
RGN-3712-750ML,FIN.11/011113,חשבונית מס כולל מלאי,18/01/2018,5041839,פי.סי ניקיון מושלם,,פי.סי ניקיון מושלם,סוחר,14/01/2018,מסיר חלודה,N,,,24,13,ILS,21,0,0,0,312,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,690
GLG-3712-23010000-25L,FIN.11/011935,חשבונית מס כולל מלאי,14/02/2018,5041858,שאן פתרונות,,שאן פתרונות,סוחר,13.0218,מסיר חלודה,N,,,1,270,ILS,473,0,0,0,270,07/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,214
RGN-3712-750ML,FIN.11/014401,חשבונית מס כולל מלאי,03/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,מסיר חלודה,N,,ZZ105,24,10.12,ILS,21,0,0,0,242.88,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,692
RGN-3712-750ML,FIN.11/015325,חשבונית מס כולל מלאי,03/06/2018,5041949,"בס""ד בריאות מהטבע",4959127 ,"בס""ד בריאות מהטבע",סוחר,10/05/2018,מסיר חלודה,N,,,12,13,ILS,21,0,0,0,156,10/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,693
RGN-3712-1L,FIN.11/014991,חשבונית מס כולל מלאי,23/05/2018,5050048,הספקה לתעשיה בועז עופר בע,,הספקה לתעשיה בועז עופר בע,סוחר,PO18H006773,מסיר חלודה,N,,4350015163,12,13,ILS,21,0,0,0,156,21/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,687
RGN-3712-1L,FIN.11/015391,חשבונית מס כולל מלאי,04/06/2018,1012601,עידן 88 שיווק כלי עבודה ב,,עידן 88 שיווק כלי עבודה ב,סוחר,03/06/2018,מסיר חלודה,N,,,6,16.8,ILS,21,25,0,0,100.8,03/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,689
RGN-3712-750ML,FIN.11/016159,חשבונית מס כולל מלאי,26/06/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5877,מסיר חלודה,N,,ZZ105- ללא מתז,24,10.15,ILS,21,0,0,0,243.6,21/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,694
RGN-3712-750ML,FIN.11/016909,חשבונית מס כולל מלאי,23/07/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5912,מסיר חלודה,N,,זתמ אלל -ZZ105,30,10.15,ILS,21,0,0,0,304.5,22/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,695
GLG-3712-20100000-5L,FIN.11/017434,חשבונית מס כולל מלאי,08/08/2018,5041809,"פיין סנטר בע""מ",5252259 ,"פיין סנטר בע""מ",סוחר,07.08.18,מסיר חלודה,N,,,1,65,ILS,100,0,0,0,65,07/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,202
GLG-3712-20100000-5L,FIN.11/017678,חשבונית מס כולל מלאי,14/08/2018,2012301,דולב מוצרי פלסטיק-אגודה ש,,דולב מוצרי פלסטיק-אגודה ש,סוחר,1022453,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,13/08/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,203
RGN-3712-750ML,FIN.11/020134,חשבונית מס כולל מלאי,08/11/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,6080,מסיר חלודה,N,,ZZ105,30,10.15,ILS,21,0,0,0,304.5,31/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,697
GLG-3712-23010000-25L,FIN.11/012680,חשבונית מס כולל מלאי,11/03/2018,5023295,"ל.מ.לב מבלטים בע""מ",,"ל.מ.לב מבלטים בע""מ",עיבוד מתכת ,PO18000065,מסיר חלודה,N,,,2,550,ILS,473,0,0,0,1100,07/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,215
GLG-3712-20100000-5L,FIN.11/016985,חשבונית מס כולל מלאי,24/07/2018,1000000,אוזר ישראל עבודות מתכת,,לקוחות שונים,עיבוד מתכת ,24.07.18,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,24/07/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,200
GLG-3712-23010000-25L,FIN.11/011175,חשבונית מס כולל מלאי,21/01/2018,1000000,צומת ברזל לבניין,,לקוחות שונים,שונות,21/01/2018,מסיר חלודה,N,,,5,320,ILS,473,0,0,0,1600,21/01/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,212
GLG-3712-20100000-5L,FIN.11/012391,חשבונית מס כולל מלאי,28/02/2018,1000000,סי.סי.איקס טכנולוגיות,,לקוחות שונים,שונות,28.02.18.,מסיר חלודה,N,,,1,85,ILS,100,0,0,0,85,28/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,194
GLG-3712-20100000-5L,FIN.11/013468,חשבונית מס כולל מלאי,08/04/2018,1000000,נטי גיא,0,לקוחות שונים,שונות,04/04/18.,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,04/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,195
GLG-3712-20100000-5L,FIN.12/005454,חשבונית זיכוי,30/04/2018,1000000,נטי גיא,0,לקוחות שונים,שונות,04/04/18.,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,-100,04/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,211
GLG-3712-20100000-5L,FIN.11/013974,חשבונית מס כולל מלאי,22/04/2018,1000000,רון,0,לקוחות שונים,שונות,22.04.18.,מסיר חלודה,N,,,1,100,ILS,100,0,0,0,100,22/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,197
RGN-3712-1L,FIN.11/015171,חשבונית מס כולל מלאי,29/05/2018,1000000,יעקב קנטי,0,לקוחות שונים,שונות,29.05.18.,מסיר חלודה,N,,,1,20,ILS,21,0,0,0,20,29/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,688
GLG-3712-20100000-5L,FIN.11/018138,חשבונית מס כולל מלאי,28/08/2018,1000000,צבר ישי,,לקוחות שונים,שונות,28.08.18..,מסיר חלודה,N,,,1,120,ILS,100,0,0,0,120,28/08/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,205
GLG-3712-23010000-25L,FIN.11/020199,חשבונית מס כולל מלאי,11/11/2018,5041459,"הי קאט שילת בע""מ",,"היי קאט שילת בע""מ",שונות,1196,מסיר חלודה,N,,,2,350,ILS,473,0,0,0,700,11/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,225
GLG-3712-20100000-5L,FIN.11/010923,חשבונית מס כולל מלאי,11/01/2018,5041836,"הנדסת פרוייקטים ב.נ.ר בע""",,"הנדסת פרוייקטים ב.נ.ר בע""",שירותים,07/00396,מסיר חלודה,N,,,6,50,ILS,100,0,0,0,300,10/01/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,189
RGN-3712-750ML,FIN.11/011331,חשבונית מס כולל מלאי,25/01/2018,5041752,ווילד  פאט,42842,ווילד  פט,שירותים,24/01/2018,מסיר חלודה,N,,,12,11,ILS,21,0,0,0,132,24/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,691
GLG-3712-23010000-25L,FIN.11/014968,חשבונית מס כולל מלאי,23/05/2018,5041954,גלבוע שרותי שדה,,גלבוע שרותי שדה,שירותים,21/05/2018,מסיר חלודה,N,,,3,340,ILS,473,0,0,0,1020,21/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,219
GLG-3712-23010000-25L,FIN.11/017304,חשבונית מס כולל מלאי,05/08/2018,5041599,"רפאל תבניות בע""מ",,"רפאל תבניות בע""מ",שירותים,01/08/2018,מסיר חלודה,N,,,1,340,ILS,473,0,0,0,340,01/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,222
GLG-3712-23010000-25L,FIN.11/020310,חשבונית מס כולל מלאי,13/11/2018,5041836,"הנדסת פרוייקטים ב.נ.ר בע""",,"הנדסת פרוייקטים ב.נ.ר בע""",שירותים,07/000489,מסיר חלודה,N,,,4,250,ILS,473,0,0,0,1000,12/11/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,227
